"","CCLE.PRISM","CCLE.CTRPv2","GDSC_v1","GDSC_v2","GRAY","UHNBreast","gCSI"
"RS-67506",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RU-58841",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Rubitecan",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4-Butylresorcinol",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Rutin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Ryuvidine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"S-Methyl-L-cysteine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"S26948",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Salidroside",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Salinomycin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Salvianolic acid B",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Salvinorin A",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Sangivamycin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"SAR131675",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Sarafloxacin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Satraplatin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Saxagliptin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"SB-200646",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"SB-205384",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"SB-216641",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"SB 218078",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"SB-218795",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"SB-228357",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"SB-2343",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"SB-239063",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"SB-242235",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"N-(3-Methoxyphenyl)-4-chlorocinnamanilide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"SB-657510",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Pracinostat",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Vidofludimus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"SC-144",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"SCH-58261",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"SCH-900776",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Sclareol",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Scriptaid",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"SCS",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Sdz-wag-994",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Se-methylselenocysteine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Secnidazole",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Securinine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Selamectin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Selinexor",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Semaxanib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Sertindole",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Sevelamer",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Sevoflurane",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"SGI-1027",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"SGI-1776",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"6-Methyl-2-(phenylazo)-3-pyridinol",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"SID-7969543",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"SKF-96365",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"SMI-4a",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"SNS-314",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Snx-5422",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Sobetirome",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Sodium glucoheptonate",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Stibogluconic acid",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Tanshinone iia sulfonic acid",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Sparfloxacin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Spermidine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Spermine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Spiradoline",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Spironolactone",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Lintitript",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"SR-33805",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4-Amino-1-(6-chloro-2-pyridyl)-piperidine hydrochloride",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Apilimod",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Stattic",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"STF-118804",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Streptozocin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"SU-14813",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Halicin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Sufentanil",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Sulconazole",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Sulfabenzamide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Sulfamethazine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Sulfanilamide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Sulfasalazine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Sulmazole",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Suxibuzone",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Tacalcitol",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"D-Tagatose",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Tak-285",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"TAK-632",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"TAK-733",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Tak-901",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Talmapimod",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Taltirelin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Taltobulin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Tame",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Tamibarotene",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Tanaproget",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Tanshinone I",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"TAS-103 free base",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Tasisulam",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Taurine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Tazemetostat",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"TC1",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Tecastemizole",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Tedizolid",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Telatinib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Telotristat ethyl",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Temazepam",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Temocapril",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Temoporfin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Tepoxalin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Teprenone",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Terbutaline",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Terconazole",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Terfenadine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Teriflunomide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Triglycidyl isocyanurate",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"tetrahydropapaverine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"TETRAHYDROURIDINE",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Tetramethylthiuram monosulfide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Tetrandrine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Tezacaftor",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Zotiraciclib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"TG-100572",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3-(2,4-Diaminopteridin-6-yl)phenol",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"TG-101209",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Evofosfamide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"nuelin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Thiamine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Thiocolchicoside",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"7H-Purine-6-thiol, 2-amino-",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Thimerosal",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Thioproperazine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Thiostrepton",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Thiram",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Thonzonium",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Tiagabine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Tideglusib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Tiletamine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Tilmicosin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Tiludronic Acid",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Tiotidine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Tioxolone",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Tipiracil",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Tipranavir",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Tirapazamine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"TMC-353121",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2,3',4,5'-Tetramethoxystilbene",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Tofogliflozin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Torsemide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Torcetrapib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Toremifene",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Torin 1",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Tranilast",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4-Hydroxycrotonic acid",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Trapidil",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Tremorine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Trequinsin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Triamcinolone",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Triamcinolone acetonide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Triamterene",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Triapine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Triclabendazole",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Trifluridine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Trimebutine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Trolox",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2-Amino-2-hydroxymethyl-propane-1,3-diol",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Tropisetron",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Trovafloxacin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Indolo[2,1-b]quinazoline-6,12-dione",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Azeloyl diethyl salicylate",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Tucatinib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"tyloxapol",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Malonoben",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"6,7-Dimethoxy-2-phenylquinoxaline",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Tyrphostin B48",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Tyrphostin A46",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"U-0126",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3beta-(2-Diethylaminoethoxy)androst-5-en-17-one hydrochloride",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Ubenimex",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"UH-232-(+)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"UK-383367",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Ulipristal",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"UNBS-5162",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"UNC0631",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"UNC2250",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Uracil",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Uric acid",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Uridine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Usniacin-(+)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Valnemulin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Valrubicin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Vanoxerine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Vatalanib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"VER-49009",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Verubulin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Vidarabine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Vinblastine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Vincamine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Vindesine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Javlor",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"VLX600",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Volasertib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Vosaroxin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Voxtalisib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"VS-4718",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"VTP-27999",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1-(4-Methoxybenzyl)-5-trifluoromethoxyisatin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"N-(4-Chloro-3-methoxyphenyl)pyridine-2-carboxamide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"N-(3-Chlorophenyl)picolinamide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Belnacasan",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Warfarin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"WAY-170523",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"WAY-600",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"WHI-P154",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"WP1066",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"WYE-354",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"WZ-3146",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Xanomeline",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Emapunil",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Xilobam",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Tesevatinib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"XL388",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"XL888",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Xylazine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Y-27632 Dihydrochloride",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Y-320",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"YM-976",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"DBZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Zaldaride",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Zaleplon",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Zardaverine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Ziprasidone",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"6-Benzyloxy-4-methoxymethyl-beta-carboline-3-carboxylic acid ethyl ester",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ZK-93426",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ZK811752",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ZLN005",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ZM-306416",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Zolantidine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Zolmitriptan",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"(-)-Epigallocatechin gallate",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"1,9-Pyrazoloanthrone",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"16-beta-bromoandrosterone",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"1S,3R-RSL-3",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"3-Cl-AHPC",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"968",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"A-804598",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"AA-COCF3",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"AC55649",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"AGK-2",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"alisertib:navitoclax (2:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"apicidin",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"AT-406",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Austocystin D",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Avicin D",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Avrainvillamide",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"AZD-7545",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bafilomycin A1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bax Channel Blocker",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BCL-LZH-4",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BEC",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bemcentinib",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BMS-195614",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BMS-270394",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-A02303741",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-A02303741:carboplatin (1:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-A02303741:navitoclax (2:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-A05715709",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-A71883111",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-A86708339",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-A94377914",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K01737880",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K02251932",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K02492147",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K03536150",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K03911514",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K04800985",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K07442505",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K09344309",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K09587429",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K11533227",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K13185470",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K13999467",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K14844214",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K16130065",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K16147474",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K17060750",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K19103580",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K20514654",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K24690302",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K26531177",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K27188169",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K27188169:navitoclax (2:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K27224038",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K27986637",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K28456706",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K29086754",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K29313308",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K30019337",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K30748066",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K33199242",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K33514849",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K34099515",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K34222889",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K34485477",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K35604418",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K37390332",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K41334119",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K41597374",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K42260513",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K44224150",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K45681478",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K48334597",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K48477130",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K49290616",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K50799972",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
